Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity,Dimension,Type
SKE-234,chipmunk,0.6363749061852096,5.149619342,0.0001,200,only_s2v
SKE-234,owl,0.46703105443905746,6.247115609,0.0001,200,only_s2v
SKE-234,eagle,0.3844908628799242,6.640854253,0.25,200,only_s2v
SKE-234,dog,0.21167260265758825,7.256114028,0.0001,200,only_s2v
SKE-234,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SKE-234,pig,0.38884751743878043,6.611542969,0.0001,200,only_s2v
SKE-234,horse,0.343116576975786,7.396710537,0.0001,200,only_s2v
SKE-234,cow,0.45322071805296904,6.679047222,0.0001,200,only_s2v
SKE-234,chicken,0.3895419349049072,6.827585591,0.2,200,only_s2v
SKE-234,rooster,0.4185620298129933,5.703855165,0.0001,200,only_s2v
SKE-234,duck,0.5319152127635718,6.439638803,0.0001,200,only_s2v
SKE-234,sheep,0.23527105115630365,6.924172871,0.0001,200,only_s2v
SMK-401,dog,0.0001,7.256114028,0.0001,200,only_s2v
SMK-401,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SMK-401,african,0.2681201445228877,7.284544989,0.1429,200,only_s2v
SMK-401,monkey,0.26971107390964666,6.401926546,0.1429,200,only_s2v
SMK-401,dolphin,0.35226827664583815,5.864843201,0.0001,200,only_s2v
SMK-401,fish,0.32847989627103646,7.344814258,0.1667,200,only_s2v
SMK-401,goldfish,0.4447756996948853,5.475262847,0.2857,200,only_s2v
SMK-401,shark,0.5071360738291817,6.054603863,0.0001,200,only_s2v
SMK-401,deer,0.4417426041551944,6.706983738,0.25,200,only_s2v
SMK-401,buck,0.3131700356247471,6.477242551,0.0001,200,only_s2v
SMK-401,squirrel,0.36885433871385054,6.080840335,0.0001,200,only_s2v
SMK-401,american,0.19710342957335092,8.145126466,0.125,200,only_s2v
SMK-401,beaver,0.20263288755351194,6.273193014,0.0001,200,only_s2v
SMK-401,bird,0.19356869682631417,7.119400245,0.25,200,only_s2v
SMK-401,eagle,0.532469642285666,6.640854253,0.0001,200,only_s2v
SMK-401,tiger,0.4340653814399098,6.38952206,0.0001,200,only_s2v
SMK-401,feline,0.3532544718474586,5.559176205,0.0001,200,only_s2v
SMK-401,lion,0.33047566356134794,6.723957079,0.2,200,only_s2v
SMK-401,elephant,0.42279900784002344,6.363660295,0.4286,200,only_s2v
SMK-401,skunk,0.37413197880981575,5.613026358,0.0001,200,only_s2v
SMK-401,moose,0.635369117554449,5.977754233,0.0001,200,only_s2v
SMK-401,goose,0.3628995859053499,6.301955793,0.6667,200,only_s2v
SMK-401,turkey,0.38016750847420266,6.767768346,0.0001,200,only_s2v
SNI-300,dolphin,0.0001,5.864843201,0.0001,200,only_s2v
SNI-300,killer,0.441686055849537,6.372521515,0.1667,200,only_s2v
SNI-300,whale,0.47257675364444274,6.338615042,0.25,200,only_s2v
SNI-300,shark,0.5999908739960769,6.054603863,0.0001,200,only_s2v
SNI-300,water,0.5313436279833074,8.128616304,0.0001,200,only_s2v
SNI-300,penguin,0.28280065769245055,6.25042049,0.0001,200,only_s2v
SNI-300,african,0.4095385898762308,7.284544989,0.2857,200,only_s2v
SNI-300,elephant,0.3447820845249092,6.363660295,0.2857,200,only_s2v
SNI-300,alligator,0.4762012169432286,5.714162885,0.2857,200,only_s2v
SNI-300,lizard,0.5292516843681636,5.89522027,0.1429,200,only_s2v
SNI-300,feline,0.29534279882053827,5.559176205,0.0001,200,only_s2v
SNI-300,tiger,0.3532544718474586,6.38952206,0.0001,200,only_s2v
SNI-300,leopard,0.4762979642304661,5.875985616,0.2,200,only_s2v
SNI-300,jaguar,0.6342701986259953,5.702579584,0.0001,200,only_s2v
SNI-300,dog,0.3915151425369514,7.256114028,0.1667,200,only_s2v
SNI-300,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SNI-300,parrot,0.2903766598378591,5.921096266,0.2,200,only_s2v
SNI-300,horse,0.24129480986489338,7.396710537,0.2,200,only_s2v
SNR-308,panther,0.0001,5.886284809,0.0001,200,only_s2v
SNR-308,tiger,0.4859360934225354,6.38952206,0.2,200,only_s2v
SNR-308,feline,0.3532544718474586,5.559176205,0.0001,200,only_s2v
SNR-308,dog,0.36384736756672487,7.256114028,0.0001,200,only_s2v
SNR-308,shepherd,0.3294144077347212,6.542772537,0.0001,200,only_s2v
SNR-308,pigeon,0.24650733477466524,6.10484819,0.0001,200,only_s2v
SNR-308,falcon,0.6160782642473246,5.93662582,0.3333,200,only_s2v
SNR-308,eagle,0.4525190018801575,6.640854253,0.1667,200,only_s2v
SNR-308,fox,0.3098246168393828,6.849727181,0.0001,200,only_s2v
SNR-308,wolf,0.5170029854952773,6.745548976,0.0001,200,only_s2v
SNR-308,bear,0.3000186747468987,7.366226929,0.0001,200,only_s2v
SNR-308,buffalo,0.2022873723912182,6.710471006,0.1667,200,only_s2v
SNR-308,australian,0.25004413576790685,6.530851419,0.1111,200,only_s2v
SNR-308,polar,0.4216633029248885,6.534516632,0.1111,200,only_s2v
SNR-308,penguin,0.44169226414242146,6.25042049,0.1429,200,only_s2v
SNR-308,kitten,0.27178192379802524,5.855944762,0.2857,200,only_s2v
SNT-310,penguin,0.0001,6.25042049,0.0001,200,only_s2v
SNT-310,elephant,0.31265122256961964,6.363660295,0.2857,200,only_s2v
SNT-310,zebra,0.5095689452589371,5.561689192,0.1429,200,only_s2v
SNT-310,bird,0.3402139600980123,7.119400245,0.2,200,only_s2v
SNT-310,frog,0.42124791862940614,6.319346573,0.0001,200,only_s2v
SNT-310,dog,0.2744815936316046,7.256114028,0.25,200,only_s2v
SNT-310,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SNT-310,bird,0.2562818504605897,7.119400245,0.0001,200,only_s2v
SNT-310,pigeon,0.4038404755134355,6.10484819,0.0001,200,only_s2v
SNT-310,bird,0.4038404755134355,7.119400245,0.0001,200,only_s2v
SNT-310,pig,0.267856281519401,6.611542969,0.0001,200,only_s2v
SNT-310,cow,0.43479875711578986,6.679047222,0.0001,200,only_s2v
SNT-310,horse,0.45322071805296904,7.396710537,0.0001,200,only_s2v
SNT-310,insect,0.12099514032849401,6.519563532,0.0001,200,only_s2v
SNT-310,squirrel,0.4034461909585124,6.080840335,0.0001,200,only_s2v
SNT-310,mouse,0.4421403815065392,6.776846046,0.0001,200,only_s2v
SNT-310,skunk,0.5099181708195154,5.613026358,0.0001,200,only_s2v
SNT-310,american,0.15972265367535887,8.145126466,0.125,200,only_s2v
SNT-310,fox,0.11182212990009066,6.849727181,0.125,200,only_s2v
SNT-310,bear,0.372051531977444,7.366226929,0.0001,200,only_s2v
SNT-310,lion,0.239942892650162,6.723957079,0.0001,200,only_s2v
SNT-310,tiger,0.5554410044049716,6.38952206,0.25,200,only_s2v
SNT-310,panther,0.4859360934225354,5.886284809,0.2,200,only_s2v
SNT-310,cougar,0.4633704899256541,5.313217401,0.2,200,only_s2v
SNT-310,moose,0.5375889975805933,5.977754233,0.25,200,only_s2v
SNT-310,caribou,0.6787728450915981,5.660478423,0.0001,200,only_s2v
SNT-310,deer,0.586583941122358,6.706983738,0.1667,200,only_s2v
SNV-312,cat,0.0001,7.013143358,0.0001,200,only_s2v
SNV-312,dog,0.5094718344970419,7.256114028,0.0001,200,only_s2v
SNV-312,fish,0.27849164127603665,7.344814258,0.0001,200,only_s2v
SNV-312,turtle,0.47536351840774027,6.229758099,0.0001,200,only_s2v
SNV-312,bird,0.4077870649285458,7.119400245,0.2,200,only_s2v
SNV-312,alligator,0.4502688359878575,5.714162885,0.0001,200,only_s2v
SNV-312,tiger,0.4413502415854351,6.38952206,0.2857,200,only_s2v
SNV-312,lion,0.5554410044049716,6.723957079,0.25,200,only_s2v
SNV-312,monkey,0.33256771160250365,6.401926546,0.0001,200,only_s2v
SNV-312,african,0.26971107390964666,7.284544989,0.1429,200,only_s2v
SNV-312,elephant,0.3447820845249092,6.363660295,0.2857,200,only_s2v
SNV-312,snake,0.38256458766241397,6.615078486,0.0001,200,only_s2v
SNV-312,frog,0.48123386838160065,6.319346573,0.0001,200,only_s2v
SNV-312,worm,0.34374340239879375,6.383063674,0.0001,200,only_s2v
SNV-312,bear,0.2836931172930869,7.366226929,0.0001,200,only_s2v
SNV-312,wolf,0.3000186747468987,6.745548976,0.0001,200,only_s2v
SNV-312,kangaroo,0.4426960537023884,5.566218227,0.0001,200,only_s2v
SNV-312,water,0.3372734138133624,8.128616304,0.1667,200,only_s2v
SNY-315,deer,0.0001,6.706983738,0.0001,200,only_s2v
SNY-315,american,0.12022517148825784,8.145126466,0.125,200,only_s2v
SNY-315,squirrel,0.19710342957335092,6.080840335,0.125,200,only_s2v
SNY-315,possum,0.5975134475108596,5.440409986,0.1667,200,only_s2v
SNY-315,dog,0.3732915217929278,7.256114028,0.0001,200,only_s2v
SNY-315,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SNY-315,rabbit,0.3618664236641689,6.568628649,0.4,200,only_s2v
SNY-315,zebra,0.3386371583638801,5.561689192,0.2,200,only_s2v
SNY-315,tiger,0.4820413491674369,6.38952206,0.0001,200,only_s2v
SNY-315,lion,0.5554410044049716,6.723957079,0.25,200,only_s2v
SNY-315,leopard,0.48604389929943204,5.875985616,0.2,200,only_s2v
SNY-315,antelope,0.48157260119676826,5.845170623,0.0001,200,only_s2v
SNY-315,cougar,0.49450085909864083,5.313217401,0.0001,200,only_s2v
SNY-315,bear,0.2724760387684946,7.366226929,0.0001,200,only_s2v
SNY-315,polar,0.19556649696930095,6.534516632,0.0001,200,only_s2v
SNY-315,wolf,0.17278218845112137,6.745548976,0.25,200,only_s2v
SNY-315,sheep,0.35886244609065443,6.924172871,0.0001,200,only_s2v
SNY-315,goat,0.45621327103655385,6.365838461,0.0001,200,only_s2v
SNY-315,cow,0.4542068456113719,6.679047222,0.0001,200,only_s2v
SNY-315,horse,0.45322071805296904,7.396710537,0.0001,200,only_s2v
SOE-320,chicken,0.0001,6.827585591,0.0001,200,only_s2v
SOE-320,goat,0.3840165549464347,6.365838461,0.0001,200,only_s2v
SOE-320,rhinoceros,0.4420549122654571,5.506841784,0.0001,200,only_s2v
SOE-320,cow,0.4750772463491699,6.679047222,0.0001,200,only_s2v
SOE-320,horse,0.45322071805296904,7.396710537,0.0001,200,only_s2v
SOE-320,cat,0.16236948977557275,7.013143358,0.0001,200,only_s2v
SOE-320,dog,0.5094718344970419,7.256114028,0.0001,200,only_s2v
SOE-320,elephant,0.44835633328661784,6.363660295,0.0001,200,only_s2v
SOE-320,zebra,0.5095689452589371,5.561689192,0.1429,200,only_s2v
SOE-320,lion,0.4509312729786161,6.723957079,0.0001,200,only_s2v
SOE-320,bird,0.32985040382402775,7.119400245,0.0001,200,only_s2v
SOE-320,asian,0.20413855355610655,6.798455065,0.0001,200,only_s2v
SOE-320,polar,0.5322736369735315,6.534516632,0.0001,200,only_s2v
SOQ-329,ant,0.0001,6.426146105,0.0001,200,only_s2v
SOQ-329,insect,0.4830722889813033,6.519563532,0.3333,200,only_s2v
SOQ-329,african,0.24034564735393626,7.284544989,0.1429,200,only_s2v
SOQ-329,elephant,0.3447820845249092,6.363660295,0.2857,200,only_s2v
SOQ-329,lion,0.42279900784002344,6.723957079,0.4286,200,only_s2v
SOQ-329,tiger,0.5554410044049716,6.38952206,0.25,200,only_s2v
SOQ-329,dog,0.3947471647317189,7.256114028,0.25,200,only_s2v
SOQ-329,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SOQ-329,fish,0.2590478562002314,7.344814258,0.0001,200,only_s2v
SOQ-329,monkey,0.2808765769661654,6.401926546,0.0001,200,only_s2v
SOQ-329,hippopotamus,0.41648563889642976,5.258390618,0.0001,200,only_s2v
SOQ-329,rhinoceros,0.6462225569154202,5.506841784,0.2727,200,only_s2v
SOQ-329,ape,0.46717024878362645,6.012398914,0.0001,200,only_s2v
SOQ-329,shark,0.3764608731852108,6.054603863,0.0001,200,only_s2v
SOQ-329,dolphin,0.5304871050710107,5.864843201,0.1667,200,only_s2v
SOQ-329,seal,0.2028050277748814,6.788763103,0.1667,200,only_s2v
SOQ-329,polar,0.23010711724080768,6.534516632,0.25,200,only_s2v
SOQ-329,bear,0.19556649696930095,7.366226929,0.0001,200,only_s2v
SOQ-329,bird,0.15265688522619847,7.119400245,0.3333,200,only_s2v
SOQ-329,crane,0.317474517599043,6.40422836,0.0001,200,only_s2v
SOQ-329,swan,0.2351670138326265,6.23145965,0.25,200,only_s2v
SOQ-329,pigeon,0.3497279202085476,6.10484819,0.2,200,only_s2v
SOQ-329,insect,0.29397552119433457,6.519563532,0.0001,200,only_s2v
SOX-335,tiger,0.0001,6.38952206,0.0001,200,only_s2v
SOX-335,lion,0.5554410044049716,6.723957079,0.25,200,only_s2v
SOX-335,elephant,0.42279900784002344,6.363660295,0.4286,200,only_s2v
SOX-335,water,0.11143105140171827,8.128616304,0.0001,200,only_s2v
SOX-335,dolphin,0.33932221351013525,5.864843201,0.0001,200,only_s2v
SOX-335,fish,0.32847989627103646,7.344814258,0.1667,200,only_s2v
SOX-335,penguin,0.2936080933176204,6.25042049,0.0001,200,only_s2v
SOX-335,monkey,0.19148058023974301,6.401926546,0.1429,200,only_s2v
SOX-335,shark,0.33414796831579296,6.054603863,0.2,200,only_s2v
SOX-335,whale,0.5999908739960769,6.338615042,0.0001,200,only_s2v
SOX-335,fish,0.49346235791776527,7.344814258,0.0001,200,only_s2v
SPA-338,frog,0.0001,6.319346573,0.0001,200,only_s2v
SPA-338,horse,0.21148122645581213,7.396710537,0.0001,200,only_s2v
SPA-338,tiger,0.1660552249430417,6.38952206,0.0001,200,only_s2v
SPA-338,lion,0.5554410044049716,6.723957079,0.25,200,only_s2v
SPA-338,water,0.1745619735174837,8.128616304,0.0001,200,only_s2v
SPA-338,hippopotamus,0.48420641614190374,5.258390618,0.0909,200,only_s2v
SPA-338,dolphin,0.596465042968472,5.864843201,0.1818,200,only_s2v
SPA-338,shark,0.5304871050710107,6.054603863,0.1667,200,only_s2v
SPA-338,fish,0.5349542640124058,7.344814258,0.0001,200,only_s2v
SPA-338,zebra,0.37454088386080886,5.561689192,0.0001,200,only_s2v
SPA-338,gazelle,0.5693005788909805,5.345203116,0.0001,200,only_s2v
SPA-338,tiger,0.30474675904440895,6.38952206,0.0001,200,only_s2v
SPA-338,alligator,0.4413502415854351,5.714162885,0.2857,200,only_s2v
SPA-338,crocodile,0.6386255197131201,5.741384054,0.0001,200,only_s2v
SPA-338,african,0.32148116636564117,7.284544989,0.25,200,only_s2v
SPA-338,elephant,0.3447820845249092,6.363660295,0.2857,200,only_s2v
SPC-340,dog,0.0001,7.256114028,0.0001,200,only_s2v
SPC-340,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SPC-340,chicken,0.3118922804284976,6.827585591,0.2,200,only_s2v
SPC-340,rooster,0.4185620298129933,5.703855165,0.0001,200,only_s2v
SPC-340,pig,0.5683803965015363,6.611542969,0.0001,200,only_s2v
SPC-340,bird,0.267856281519401,7.119400245,0.0001,200,only_s2v
SPC-340,horse,0.17981988152526496,7.396710537,0.0001,200,only_s2v
SPC-340,cow,0.45322071805296904,6.679047222,0.0001,200,only_s2v
SPC-340,zebra,0.40127947084749027,5.561689192,0.0001,200,only_s2v
SPC-340,feline,0.47404845708570365,5.559176205,0.2,200,only_s2v
SPC-340,leopard,0.45229115858777635,5.875985616,0.0001,200,only_s2v
SPC-340,bear,0.23618802171577846,7.366226929,0.2,200,only_s2v
SPC-340,walrus,0.37139948028705194,5.417803723,0.1667,200,only_s2v
SPC-340,seal,0.529190127567198,6.788763103,0.1667,200,only_s2v
SPC-340,dolphin,0.2028050277748814,5.864843201,0.1667,200,only_s2v
SPC-340,african,0.40193566996658436,7.284544989,0.2857,200,only_s2v
SPC-340,elephant,0.3447820845249092,6.363660295,0.2857,200,only_s2v
SPC-340,monkey,0.34805316577394363,6.401926546,0.0001,200,only_s2v
SPC-340,spider,0.2890365608901081,6.281649128,0.0001,200,only_s2v
SPC-340,snake,0.37247600782631596,6.615078486,0.2,200,only_s2v
SPH-344,elephant,0.0001,6.363660295,0.0001,200,only_s2v
SPH-344,zebra,0.5095689452589371,5.561689192,0.1429,200,only_s2v
SPH-344,bird,0.3402139600980123,7.119400245,0.2,200,only_s2v
SPH-344,dog,0.2793441817633254,7.256114028,0.0001,200,only_s2v
SPH-344,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SPH-344,fish,0.2590478562002314,7.344814258,0.0001,200,only_s2v
SPH-344,lion,0.28537466133567047,6.723957079,0.0001,200,only_s2v
SPH-344,tiger,0.5554410044049716,6.38952206,0.25,200,only_s2v
SPH-344,deer,0.39849957724510043,6.706983738,0.0001,200,only_s2v
SPH-344,hippopotamus,0.48359182433808323,5.258390618,0.0001,200,only_s2v
SPL-436,horse,0.0001,7.396710537,0.0001,200,only_s2v
SPL-436,wolf,0.3315710530849387,6.745548976,0.0001,200,only_s2v
SPL-436,dog,0.4412055219443216,7.256114028,0.0001,200,only_s2v
SPL-436,cow,0.3085807790683017,6.679047222,0.0001,200,only_s2v
SPL-436,hyena,0.31674275226249515,5.284998893,0.0001,200,only_s2v
SPL-436,lion,0.4253516171192895,6.723957079,0.2,200,only_s2v
SPL-436,tiger,0.5554410044049716,6.38952206,0.25,200,only_s2v
SPL-436,bear,0.18009868388973949,7.366226929,0.0001,200,only_s2v
SPL-436,feline,0.2088789669368546,5.559176205,0.0001,200,only_s2v
SPL-436,walrus,0.37230322397062454,5.417803723,0.1667,200,only_s2v
SPL-436,seal,0.529190127567198,6.788763103,0.1667,200,only_s2v
SPL-436,polar,0.23010711724080768,6.534516632,0.25,200,only_s2v
SPL-436,porcupine,0.33118919455488305,5.580630787,0.1111,200,only_s2v
SPL-436,horse,0.2761212857524771,7.396710537,0.2222,200,only_s2v
SPL-436,bull,0.3677169180474158,6.953478541,0.0001,200,only_s2v
SPL-436,oxen,0.3870847328131648,6.165281134,0.0001,200,only_s2v
SPV-450,dog,0.0001,7.256114028,0.0001,200,only_s2v
SPV-450,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SPV-450,bird,0.2562818504605897,7.119400245,0.0001,200,only_s2v
SPV-450,pig,0.267856281519401,6.611542969,0.0001,200,only_s2v
SPV-450,elephant,0.406346104581371,6.363660295,0.0001,200,only_s2v
SPV-450,african,0.3447820845249092,7.284544989,0.2857,200,only_s2v
SPV-450,alligator,0.31987159404649956,5.714162885,0.1429,200,only_s2v
SPV-450,snake,0.47160218319362635,6.615078486,0.0001,200,only_s2v
SPV-450,frog,0.48123386838160065,6.319346573,0.0001,200,only_s2v
SPV-450,fish,0.37067122864653257,7.344814258,0.25,200,only_s2v
SPV-450,rodents,0.36152658728343057,5.818422536,0.0001,200,only_s2v
SPV-450,boar,0.3134016235089836,5.909126871,0.0001,200,only_s2v
SPV-450,lion,0.4700685843186857,6.723957079,0.0001,200,only_s2v
SPV-450,tiger,0.5554410044049716,6.38952206,0.25,200,only_s2v
SPV-450,wolf,0.42976682130904686,6.745548976,0.0001,200,only_s2v
SPV-450,coyote,0.521210564625454,6.007340169,0.0001,200,only_s2v
SPV-450,chicken,0.25406049238148753,6.827585591,0.0001,200,only_s2v
SPV-450,rooster,0.4185620298129933,5.703855165,0.0001,200,only_s2v
SPV-450,bunny,0.5690041747997634,5.809424355,0.0001,200,only_s2v
SPX-452,cat,0.0001,7.013143358,0.0001,200,only_s2v
SPX-452,dog,0.5094718344970419,7.256114028,0.0001,200,only_s2v
SPX-452,dolphin,0.355376033356838,5.864843201,0.1667,200,only_s2v
SPX-452,shark,0.5304871050710107,6.054603863,0.1667,200,only_s2v
SPX-452,alligator,0.587775783106277,5.714162885,0.0001,200,only_s2v
SPX-452,crocodile,0.6386255197131201,5.741384054,0.0001,200,only_s2v
SPX-452,bird,0.4111600829673887,7.119400245,0.125,200,only_s2v
SPX-452,bear,0.15265688522619847,7.366226929,0.3333,200,only_s2v
SPX-452,coyote,0.284703444843446,6.007340169,0.0001,200,only_s2v
SPX-452,wolf,0.521210564625454,6.745548976,0.0001,200,only_s2v
SPX-452,fish,0.22328070921291832,7.344814258,0.0001,200,only_s2v
SPX-452,water,0.4462270050912871,8.128616304,0.0001,200,only_s2v
SPX-452,snail,0.3313718482416377,5.853805252,0.0001,200,only_s2v
SPX-452,australian,0.2714635925033223,6.530851419,0.3333,200,only_s2v
SPX-452,asian,0.5377510847484577,6.798455065,0.3333,200,only_s2v
SPX-452,grizzly,0.5089982158522817,5.735626042,0.0001,200,only_s2v
SPX-452,hyena,0.6253605310825221,5.284998893,0.0001,200,only_s2v
SPX-452,snake,0.47756726541295036,6.615078486,0.0001,200,only_s2v
SPX-452,frog,0.48123386838160065,6.319346573,0.0001,200,only_s2v
SPX-452,toad,0.5203243167331948,5.885895277,0.0001,200,only_s2v
SPX-452,lion,0.4581961373977358,6.723957079,0.0001,200,only_s2v
SPX-452,leopard,0.48604389929943204,5.875985616,0.2,200,only_s2v
SRF-483,lion,0.0001,6.723957079,0.0001,200,only_s2v
SRF-483,bear,0.239942892650162,7.366226929,0.0001,200,only_s2v
SRF-483,lion,0.239942892650162,6.723957079,0.0001,200,only_s2v
SRF-483,cat,0.3766566832493451,7.013143358,0.0001,200,only_s2v
SRF-483,dog,0.5094718344970419,7.256114028,0.0001,200,only_s2v
SRF-483,lizard,0.242876920674717,5.89522027,0.0001,200,only_s2v
SRF-483,bird,0.39971455048770255,7.119400245,0.2,200,only_s2v
SRF-483,falcon,0.46524624894988165,5.93662582,0.0001,200,only_s2v
SRF-483,pelican,0.5725835297181318,5.581928051,0.5714,200,only_s2v
SRF-483,african,0.44215502795019324,7.284544989,0.5714,200,only_s2v
SRF-483,pig,0.2035577674220468,6.611542969,0.0001,200,only_s2v
SRF-483,horse,0.343116576975786,7.396710537,0.0001,200,only_s2v
SRF-483,chicken,0.23037660326432186,6.827585591,0.0001,200,only_s2v
SRF-483,hog,0.4084114025154051,6.119184601,0.0001,200,only_s2v
SRF-483,feline,0.3907821771014204,5.559176205,0.0001,200,only_s2v
SRF-483,duck,0.2653065766904279,6.439638803,0.0001,200,only_s2v
SRR-498,dog,0.0001,7.256114028,0.0001,200,only_s2v
SRR-498,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SRR-498,horse,0.16236948977557275,7.396710537,0.0001,200,only_s2v
SRR-498,turtle,0.16922913725353173,6.229758099,0.0001,200,only_s2v
SRR-498,ape,0.3400622172162139,6.012398914,0.0001,200,only_s2v
SRR-498,monkey,0.3234206377011154,6.401926546,0.0001,200,only_s2v
SRR-498,pony,0.26368166116512826,6.179719502,0.2,200,only_s2v
SRR-498,tiger,0.1866656705470474,6.38952206,0.0001,200,only_s2v
SRR-498,shark,0.4124297874281242,6.054603863,0.0001,200,only_s2v
SRR-498,lizard,0.4075269225089424,5.89522027,0.0001,200,only_s2v
SRR-498,reptile,0.45584136233877603,5.656324398,0.0001,200,only_s2v
SRR-498,ant,0.546905046421043,6.426146105,0.1667,200,only_s2v
SRR-498,worm,0.36784245440743535,6.383063674,0.0001,200,only_s2v
SRR-498,bird,0.29405480731734124,7.119400245,0.3333,200,only_s2v
SRR-498,bear,0.15265688522619847,7.366226929,0.3333,200,only_s2v
SRR-498,goat,0.2461411330511758,6.365838461,0.0001,200,only_s2v
SRR-498,deer,0.3445264310996514,6.706983738,0.0001,200,only_s2v
SRR-498,lion,0.4329642361843179,6.723957079,0.0001,200,only_s2v
SSG-520,tiger,0.0001,6.38952206,0.0001,200,only_s2v
SSG-520,bird,0.3589891966809178,7.119400245,0.0001,200,only_s2v
SSG-520,monkey,0.26853732410692754,6.401926546,0.0001,200,only_s2v
SSG-520,whale,0.33187513463861706,6.338615042,0.0001,200,only_s2v
SSG-520,fish,0.49346235791776527,7.344814258,0.0001,200,only_s2v
SSG-520,shark,0.5349542640124058,6.054603863,0.0001,200,only_s2v
SSG-520,panther,0.33701671300749614,5.886284809,0.0001,200,only_s2v
SSG-520,cat,0.3478767381989578,7.013143358,0.2,200,only_s2v
SSG-520,dog,0.5094718344970419,7.256114028,0.0001,200,only_s2v
SSG-520,snake,0.3699046278223934,6.615078486,0.0001,200,only_s2v
SSG-520,turtle,0.4530363665151229,6.229758099,0.0001,200,only_s2v
SSG-520,crab,0.5154854500055862,6.158116322,0.0001,200,only_s2v
SSG-520,water,0.3559861603899592,8.128616304,0.0001,200,only_s2v
SSZ-539,pig,0.0001,6.611542969,0.0001,200,only_s2v
SSZ-539,cow,0.43479875711578986,6.679047222,0.0001,200,only_s2v
SSZ-539,horse,0.45322071805296904,7.396710537,0.0001,200,only_s2v
SSZ-539,cat,0.16236948977557275,7.013143358,0.0001,200,only_s2v
SSZ-539,fish,0.2590478562002314,7.344814258,0.0001,200,only_s2v
SSZ-539,dog,0.27849164127603665,7.256114028,0.0001,200,only_s2v
SSZ-539,monkey,0.3543169466396715,6.401926546,0.0001,200,only_s2v
SSZ-539,alligator,0.4404395011166342,5.714162885,0.0001,200,only_s2v
SSZ-539,monkey,0.4404395011166342,6.401926546,0.0001,200,only_s2v
SSZ-539,hippopotamus,0.41648563889642976,5.258390618,0.0001,200,only_s2v
SSZ-539,dolphin,0.596465042968472,5.864843201,0.1818,200,only_s2v
SSZ-539,shark,0.5304871050710107,6.054603863,0.1667,200,only_s2v
SSZ-539,rainbow,0.31018063841093224,6.313541377,0.0001,200,only_s2v
SUG-544,dog,0.0001,7.256114028,0.0001,200,only_s2v
SUG-544,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SUG-544,pig,0.38884751743878043,6.611542969,0.0001,200,only_s2v
SUG-544,cow,0.43479875711578986,6.679047222,0.0001,200,only_s2v
SUG-544,chicken,0.3895419349049072,6.827585591,0.2,200,only_s2v
SUG-544,elephant,0.2183923295138972,6.363660295,0.2857,200,only_s2v
SUG-544,monkey,0.34805316577394363,6.401926546,0.0001,200,only_s2v
SUG-544,fish,0.2808765769661654,7.344814258,0.0001,200,only_s2v
SUG-544,african,0.19602468359293057,7.284544989,0.1429,200,only_s2v
SUG-544,dolphin,0.40193566996658436,5.864843201,0.2857,200,only_s2v
SUG-544,zebra,0.4870928384982698,5.561689192,0.1667,200,only_s2v
SUG-544,shark,0.5069170138134909,6.054603863,0.2,200,only_s2v
SUG-544,turtle,0.4438810805988209,6.229758099,0.0001,200,only_s2v
SUG-544,cow,0.3196774208096055,6.679047222,0.0001,200,only_s2v
SUT-556,elephant,0.0001,6.363660295,0.0001,200,only_s2v
SUT-556,african,0.3447820845249092,7.284544989,0.2857,200,only_s2v
SUT-556,turtle,0.16594651217322998,6.229758099,0.1429,200,only_s2v
SUT-556,zebra,0.3162986091031754,5.561689192,0.0001,200,only_s2v
SUT-556,monkey,0.3843075303052832,6.401926546,0.0001,200,only_s2v
SUT-556,dog,0.3543169466396715,7.256114028,0.0001,200,only_s2v
SUT-556,cat,0.5094718344970419,7.013143358,0.0001,200,only_s2v
SUT-556,lizard,0.3054207179618893,5.89522027,0.0001,200,only_s2v
SUT-556,reptile,0.45584136233877603,5.656324398,0.0001,200,only_s2v
SUT-556,bear,0.30725950382478806,7.366226929,0.1667,200,only_s2v
SUT-556,dragon,0.17478946389771555,6.477683302,0.0001,200,only_s2v
SUT-556,horse,0.2646593098454403,7.396710537,0.0001,200,only_s2v
SUT-556,pig,0.343116576975786,6.611542969,0.0001,200,only_s2v
SUT-556,cow,0.43479875711578986,6.679047222,0.0001,200,only_s2v
SUT-556,bird,0.2880008893141458,7.119400245,0.0001,200,only_s2v
SUV-558,lion,0.0001,6.723957079,0.0001,200,only_s2v
SUV-558,zebra,0.4509312729786161,5.561689192,0.0001,200,only_s2v
